#Position (bp)	Coverage
3877256.5	43.19612220601374
1.16317685E7	43.29379953245285
1.93862805E7	48.94746864793039
2.71407925E7	44.40849275879643
3.48953045E7	45.71365883501115
4.26498165E7	46.31403317191333
5.04043285E7	45.289817076819276
5.81588405E7	43.90351152980355
6.59133525E7	44.57079388103339
7.36678645E7	42.53232002220127
8.14223765E7	43.343145900090164
8.91768885E7	45.7696201901551
9.69314005E7	43.764792162292096
1.046859125E8	43.09120470765923
1.124404245E8	45.82884222759601
1.201949365E8	99.39203511452429
1.279494485E8	0.0
1.357039605E8	0.0
1.434584725E8	36.79938299147645
1.512129845E8	45.77436271940775
1.589674965E8	47.0627705521637
1.667220085E8	45.12446095898749
1.744765205E8	45.381409687676026
1.822310325E8	46.3482042454767
1.899855445E8	43.42769319333054
1.977400565E8	44.33688825292939
2.054945685E8	44.58806176326763
2.132490805E8	44.72665810562934
2.210035925E8	44.45064563701752
2.287581045E8	45.568270704849
2.365126165E8	44.04246895226934
2.442671285E8	44.00867430471447
2.48697503E8	39.17660410924603
2.52574759E8	40.82548540786896
2.597761525E8	45.257034872084795
2.675306645E8	43.80089553024097
2.752851765E8	45.53438810849735
2.830396885E8	52.57846231974365
2.907942005E8	45.91000194467428
2.985487125E8	43.807115392948
3.063032245E8	45.053410066294305
3.140577365E8	46.519589756260615
3.218122485E8	45.91869404547958
3.295667605E8	41.42400643651077
3.373212725E8	54.41026604897897
3.450757845E8	71.66482455633572
3.528302965E8	42.74176969485636
3.605848085E8	45.217109858105836
3.683393205E8	43.22334893543269
3.760938325E8	43.267403545187626
3.838483445E8	46.29317705614486
3.916028565E8	43.41130673342178
3.993573685E8	43.63199579805924
4.071118805E8	44.84619689801241
4.148663925E8	43.748840674951566
4.226209045E8	46.08465587518596
4.303754165E8	45.42261847038215
4.381299285E8	44.45937977786352
4.458844405E8	44.24640093406265
4.536389525E8	45.4686899704327
4.613934645E8	44.362407073456076
4.691479765E8	44.85677267634637
4.769024885E8	45.27271825744805
4.846570005E8	44.48203213819258
4.904921255E8	42.56088354225947
4.943693815E8	42.363647872992786
5.001660245E8	44.77643209527563
5.079205365E8	46.0187653330087
5.156750485E8	43.94668510410455
5.234295605E8	43.88561382070206
5.311840725E8	44.914954416216005
5.389385845E8	45.60589937832323
5.466930965E8	45.96513036539243
5.544476085E8	42.55912918827129
5.622021205E8	43.66267948260316
5.699566325E8	42.12080695729144
5.777111445E8	41.92211270032208
5.854656565E8	26.709801209927846
5.932201685E8	44.52298519881071
6.009746805E8	44.46601385103279
6.087291925E8	45.30659363219762
6.164837045E8	46.25676960716548
6.242382165E8	45.462549545348566
6.319927285E8	45.12787458449996
6.397472405E8	43.655670401954374
6.475017525E8	44.88446945468651
6.552562645E8	42.146066702843456
6.630107765E8	45.1109548866518
6.707652885E8	44.3060979207976
6.785198005E8	45.39995476182125
6.862743125E8	46.66096834978139
6.903119965E8	42.16487770214676
6.941892525E8	46.221865257149375
7.017833365E8	43.14893780549956
7.095378485E8	42.13127144557904
7.172923605E8	42.81705038305441
7.250468725E8	42.48225433141376
7.328013845E8	44.73116799612922
7.405558965E8	85.35353172449794
7.483104085E8	42.09782691676794
7.560649205E8	44.105405214409366
7.638194325E8	43.701911351739476
7.715739445E8	45.40707564834512
7.793284565E8	43.8025849982565
7.870829685E8	41.72372729579889
7.948374805E8	44.93378848340166
8.025919925E8	44.76314873198984
8.103465045E8	43.08799792946352
8.181010165E8	42.83474704791224
8.258555285E8	41.75506930674683
8.336100405E8	45.557533987954365
8.413645525E8	47.711572307838324
8.491190645E8	45.032831853248794
8.568735765E8	45.17203300478483
8.646280885E8	45.005918360820125
8.723826005E8	44.222464805006425
8.789432785E8	47.85548899874861
8.828205345E8	44.377567149201646
8.878916245E8	42.60041302405619
8.956461365E8	44.31918823518488
9.034006485E8	41.14677132487512
9.111551605E8	42.1105558931368
9.189096725E8	45.08973072709153
9.266641845E8	30.926673142036535
9.344186965E8	43.97430979538106
9.421732085E8	44.740697157990084
9.499277205E8	43.91228590528972
9.576822325E8	45.526606187468666
9.654367445E8	43.84650007634265
9.731912565E8	44.643682026670405
9.809457685E8	45.01802253965175
9.887002805E8	43.5820297911719
9.964547925E8	45.095002496611
1.0042093045E9	44.49499749307242
1.0119638165E9	45.42082441809362
1.0197183285E9	45.59332037915474
1.0274728405E9	44.929923249844734
1.0352273525E9	45.375943837600616
1.0429818645E9	43.55332521246985
1.0507363765E9	44.455094401814065
1.0584908885E9	44.91884724660946
1.0624550525E9	45.04506489621209
1.0663323085E9	43.8918769463912
1.0739999125E9	44.05112236592064
1.0817544245E9	42.46228118545693
1.0895089365E9	44.6126328774783
1.0972634485E9	46.07769940906662
1.1050179605E9	45.54194177531739
1.1127724725E9	44.267519477692474
1.1205269845E9	53.401408109240144
1.1282814965E9	42.624439294181244
1.1360360085E9	44.80323494244383
1.1437905205E9	42.797663863309516
1.1515450325E9	44.81779627138368
1.1592995445E9	41.18803233523915
1.1670540565E9	43.398770934908605
1.1748085685E9	45.309596529091706
1.1825630805E9	43.67911829912701
1.1903175925E9	44.03529222728651
1.1980721045E9	46.01981852629798
1.2058266165E9	44.62248004774511
1.2135811285E9	44.64104111258065
1.2213356405E9	45.40142448680201
1.2290901525E9	42.25077683805248
1.233312218E9	38.30897205558431
1.237189474E9	44.12056530792469
1.2445991765E9	43.11566440286636
1.2523536885E9	44.1871093887017
1.2601082005E9	45.439345635160535
1.2678627125E9	44.96771737538094
1.2756172245E9	44.92140485436092
1.2833717365E9	43.31764178068201
1.2911262485E9	31.921274349694734
1.2988807605E9	60.93067571499019
1.3066352725E9	42.13674928867219
1.3143897845E9	42.62026417652071
1.3221442965E9	44.34281499596622
1.3298988085E9	43.96692789952482
1.3376533205E9	46.20584428781592
1.3454078325E9	42.826300739492055
1.3531623445E9	44.18554320375028
1.3609168565E9	43.971971801707184
1.3686713685E9	44.41415204464188
1.3764258805E9	43.64476139826723
1.3841803925E9	43.79986451758666
1.3904266695E9	43.43788890009839
1.3943039255E9	41.75588253819862
1.3996894165E9	43.853233575497725
1.4074439285E9	43.00904092997728
1.4151984405E9	43.62980649201394
1.4229529525E9	44.78851718844461
1.4307074645E9	43.119042694111506
1.4384619765E9	102.50373021538944
1.4462164885E9	44.34198696191327
1.4539710005E9	44.89080202596888
1.4617255125E9	45.032207700497466
1.4694800245E9	43.618012971028996
1.4772345365E9	47.054127197172434
1.4849890485E9	44.00537093759092
1.4927435605E9	46.71813842057372
1.5004980725E9	43.398327451166494
1.5082525845E9	42.04239738103442
1.5160070965E9	44.39963004764194
1.5237616085E9	45.31137897523403
1.5315161205E9	43.83624849635928
1.5372765445E9	40.535982716358816
1.5411538005E9	45.74906623980486
1.5470251445E9	44.0283768985076
1.5547796565E9	43.03400794273063
1.5625341685E9	43.53706654912649
1.5702886805E9	43.59411307894037
1.5780431925E9	36.98835993805929
1.5857977045E9	18.39751257074591
1.5935522165E9	0.0
1.6013067285E9	2.119073901749072
1.6090612405E9	64.16133033258572
1.6168157525E9	43.42069945858618
1.6245702645E9	42.497803085481074
1.6323247765E9	43.96070223374469
1.6400792885E9	45.05980092622205
1.6478338005E9	43.162589857363045
1.6555883125E9	45.25245998716618
1.6633428245E9	45.3913990977124
1.6710973365E9	44.66011839300784
1.677673868E9	42.893612563815736
1.681551124E9	43.67582740121759
1.6866063605E9	44.487280566462466
1.6943608725E9	44.97008889792162
1.7021153845E9	42.500473401807874
1.7098698965E9	45.31905399076047
1.7176244085E9	42.597957808305665
1.7253789205E9	164.86174603895125
1.7331334325E9	40.695902978807695
1.7408879445E9	42.9916622735254
1.7486424565E9	44.87653833020053
1.7563969685E9	45.51819082877169
1.7641514805E9	44.0375868913479
1.7719059925E9	46.5331391582088
1.7796605045E9	45.9381882444698
1.7874150165E9	44.422988706446
1.7951695285E9	44.99774079916312
1.8029240405E9	44.23041243601145
1.8106785525E9	41.375364046119216
1.8152318495E9	52.30462279654636
1.8191091055E9	43.86747063224432
1.8261875765E9	45.62712714868454
1.8339420885E9	44.47006078525638
1.8416966005E9	41.73239670014051
1.8494511125E9	45.370471410709015
1.8572056245E9	42.4465950919929
1.8649601365E9	57.025482196687555
1.8727146485E9	35.04155670917783
1.8804691605E9	45.963286664589596
1.8882236725E9	45.00740472127711
1.8959781845E9	44.891205017156466
1.9037326965E9	43.26201068487611
1.9114872085E9	42.8373175513817
1.9192417205E9	44.021750949640676
1.9269962325E9	45.86245053202574
1.9347507445E9	45.97191647907695
1.9425052565E9	45.23355950703281
1.9486484595E9	41.166584434675656
1.9525257155E9	45.82322633337243
1.9580142805E9	46.11957722162271
1.9657687925E9	45.722349904159024
1.9735233045E9	44.596012360287794
1.9812778165E9	46.28580715330636
1.9890323285E9	30.326262439209586
1.9967868405E9	46.10726413215944
2.0045413525E9	47.043531043604034
2.0122958645E9	44.42834829580507
2.0200503765E9	45.77231552417483
2.0278048885E9	43.12813249886002
2.0355594005E9	42.35410609977778
2.0433139125E9	46.780888081674256
2.0510684245E9	46.22592549988961
2.0588229365E9	46.71336300724017
2.0665774485E9	45.64413415054358
2.0743319605E9	46.016841033968355
2.081487759E9	42.30826609690129
2.085365015E9	0.0
2.0898409845E9	0.0
2.0975954965E9	0.0
2.1053500085E9	31.315033879630338
2.1131045205E9	46.0704419568891
2.1208590325E9	44.17941967205673
2.1286135445E9	46.87769958960667
2.1363680565E9	45.51843881342888
2.1441225685E9	41.96992434855991
2.1518770805E9	42.08646037300606
2.1596315925E9	44.72437698207186
2.1673861045E9	42.255609121502424
2.1751406165E9	41.08601779196422
2.1828951285E9	45.44426715697906
2.1906496405E9	43.33315623213943
2.197231538E9	40.53254728953911
2.201108794E9	0.0
2.2061586645E9	0.0
2.2139131765E9	0.0
2.2216676885E9	42.11607306816986
2.2294222005E9	43.56936929106564
2.2371767125E9	44.952157788910505
2.2449312245E9	42.38775270448998
2.2526857365E9	47.012092959556966
2.2604402485E9	46.16421368617393
2.2681947605E9	47.56015994301124
2.2759492725E9	46.67481022661387
2.2837037845E9	42.023043616413254
2.2914582965E9	46.088382221859995
2.2992128085E9	45.5373861050186
2.305187892E9	43.3323252269312
2.309065148E9	0.0
2.3147218325E9	0.0
2.3224763445E9	0.0
2.3302308565E9	47.43047505761807
2.3379853685E9	41.39355268261884
2.3457398805E9	45.16059063420109
2.3534943925E9	45.18617199896009
2.3612489045E9	45.61062140338425
2.3690034165E9	46.24122343224177
2.3767579285E9	45.99481218160472
2.3845124405E9	46.48794121409574
2.3922669525E9	42.954010774630305
2.4000214645E9	45.236189846633806
2.406857916E9	44.367525396682986
2.410735172E9	42.63457146887378
2.4155304885E9	43.55410759568107
2.4232850005E9	46.3807797318516
2.4310395125E9	47.557283811025115
2.4387940245E9	49.56192201391912
2.4465485365E9	25.433790159845003
2.4543030485E9	57.38014074902457
2.4620575605E9	44.41848887460616
2.4698120725E9	43.002223737612375
2.4775665845E9	45.08894563577953
2.4853210965E9	44.563093847814024
2.4930756085E9	45.20902553248999
2.4985623645E9	43.938230506368434
2.5024396205E9	44.26671740698735
2.5085846325E9	44.79643348285489
2.5163391445E9	44.81371929013715
2.5240936565E9	43.89896024404889
2.5318481685E9	45.53777749005998
2.5396026805E9	47.62577567743786
2.5473571925E9	45.73182606461889
2.5551117045E9	44.98404412811535
2.5628662165E9	45.686250404925545
2.5706207285E9	44.71346655985573
2.5779325295E9	43.85967602695553
2.5818097855E9	93.60515099014933
2.5861297525E9	44.846573195063726
2.5938842645E9	40.10266371371919
2.6016387765E9	43.77318753262617
2.6093932885E9	42.61112033871377
2.6171478005E9	42.51750129473009
2.6249023125E9	44.38439478847928
2.6326568245E9	43.917037848416506
2.6404113365E9	45.959421044161125
2.6481658485E9	41.96158481668479
2.6557437135E9	42.19110503163128
2.6596209695E9	41.154494556941245
2.6636748725E9	43.95040461604805
2.6714293845E9	45.46458771357888
2.6791838965E9	43.40472462999606
2.6869384085E9	48.27072651380254
2.6946929205E9	45.82116863059855
2.7024474325E9	45.236104348023446
2.7102019445E9	45.2509903911426
2.716326253E9	43.22897595850564
2.720203509E9	44.099040089166785
2.7257109685E9	44.53266769075862
